"","mu","h","sk","ku","y"
"1",-0.00159310539734561,0.527168145550828,-0.236738045828733,5.50531221317378,1.16082843721805
"2",0.0210390620779658,0.523202354515602,-0.238220391986775,4.97160716339326,0.952521559523345
"3",0.0172636709946899,0.516158842223714,-0.238062946645403,4.53104960706088,0.805336204851731
"4",0.0145960573193008,0.507909023674312,-0.237234282351446,4.19110401039616,-1.58910508756807
"5",-0.0288012246373628,0.513829528862113,-0.225926191407237,4.25177402827426,0.154440185137411
"6",0.00197145095047576,0.501558624569212,-0.224147893384103,3.96765039363138,-1.34173328426269
"7",-0.0243178138600107,0.502606550732874,-0.216748830109484,3.92527099189025,-3.31026827922659
"8",-0.061640777405775,0.570351216787533,-0.125927732027256,10.3249313485216,-2.46999612358326
"9",-0.0418318736913058,0.588972650661303,-0.10353072790912,9.42718081486828,-0.680223316662021
"10",-0.0148587336639681,0.575345679995777,-0.102231777600762,7.77853448860195,0.860837453660024
"11",0.0148992454070171,0.563366608476143,-0.102914660492543,6.5743294493951,1.1661068002884
"12",0.0211347280736865,0.556601688427672,-0.105458366694308,5.74270098101184,-0.37227352948262
"13",-0.00674715198702283,0.542181822125331,-0.104876721416988,5.0625655441501,-3.4143366626683
"14",-0.0621771937488813,0.609295469623394,-0.0214831979082263,10.5549496705106,2.51518479339665
"15",0.0448125997112951,0.634689807004883,-0.0501916517812507,10.017680164153,-1.31830078015209
"16",-0.0238931189672782,0.626472531635957,-0.0462059529010548,8.30812176583186,-0.0152543665920046
"17",-0.00160732388650586,0.605950520628154,-0.0463957532030401,6.9439074987249,0.578036291549944
"18",0.0169036774135095,0.592957124659595,-0.0480101204225026,5.96953542425726,0.499282374654147
"19",0.00904908299796373,0.576449453761958,-0.0483833461013789,5.22998416682535,0.481783527512908
"20",0.00873193076470214,0.561071859704761,-0.048748807071484,4.6873040039483,-1.97185214910272
"21",-0.0357382007912937,0.572545718449805,-0.0336609029120042,4.91374672459477,-2.74883368409682
"22",-0.050224244213173,0.607956954516382,0.0049838472363918,6.64247035230905,-0.584289068503796
"23",-0.0104376057784036,0.590667833003328,0.00448401646572426,5.7244125013193,3.31780295172804
"24",0.0582709156105382,0.645097394047152,-0.0572466242309449,9.02499758591273,-1.48173725003541
"25",-0.0268552707594236,0.639700457661356,-0.051500512669705,7.64314746679234,1.38976912583391
"26",0.0269592288453962,0.634148193859171,-0.0572317132262457,6.62071410782262,3.59951516438076
"27",0.0652382562021616,0.701846904653473,-0.131786898559809,10.8980449163832,0.648778447874254
"28",0.0117585765493344,0.678212394909127,-0.131315757512935,8.84723485684912,-4.18697213248583
"29",-0.0758854312918036,0.776582072979247,-0.0212434814259522,16.0003329553692,0.504472521369953
"30",0.00897943252212918,0.74744304739095,-0.0219327665854302,12.5901963362149,-0.458506076065063
"31",-0.00831004607414295,0.719661397840719,-0.0222592562641495,10.0868997585572,0.641321483471319
"32",0.0101620008385999,0.694621562048044,-0.0229615061235521,8.25164825260755,-1.19431828441744
"33",-0.0216460380544487,0.679234805970222,-0.0209171114312246,6.95838475036652,-2.25883893280117
"34",-0.0452620286195943,0.697511951673792,0.000975184983441135,6.99722425836794,0.502908493548521
"35",0.0106541353123437,0.674610598835622,-9.27452939718058e-05,5.98629156963501,0.842964716904498
"36",0.0152780431973147,0.655397105385271,-0.00164801312334163,5.25382102543183,0.418832536564723
"37",0.00759099575314923,0.633886618293174,-0.00242995544118576,4.70365883338008,-0.605544898259919
"38",-0.0109750039687327,0.615414797178434,-0.0027243550918475,4.30370396072295,1.25359530698023
"39",0.0209496951135703,0.605137361533581,-0.00610712003177341,4.06848057021957,-0.58615006629194
"40",-0.0106234885675905,0.588694019766301,-0.00634576946790869,3.83789966986739,0.401420949720444
"41",0.00686853718715444,0.571931808615,-0.00708192200436554,3.66481206201171,-1.41208025586754
"42",-0.025592794946913,0.569335290316819,-0.00225309897757582,3.69581421336392,-1.62272170422211
"43",-0.032076491303374,0.574085654812317,0.00726390758180956,3.92571822637467,1.49762395530426
"44",0.0292479386362111,0.576171437923688,-0.00196874825785057,4.01376368091431,1.56798989842
"45",0.028418529175199,0.575733497179998,-0.00951715418505714,4.00945834611933,-1.8186558607855
"46",-0.0329616438801414,0.582591020383465,0.00178947943122241,4.23994432161022,0.500705161239484
"47",0.0114112924347123,0.568268806167926,0.000532331698766352,3.96623167741483,-1.35137191667229
"48",-0.0244925061565728,0.564850179494873,0.00470248474063732,3.89502650290214,2.14422488459219
"49",0.0364091023990023,0.577524724570003,-0.0123838783492124,4.39264742754419,0.632864657612836
"50",0.0114701521702694,0.562989750166811,-0.0133445394137463,4.07586036279837,0.964711562669801
"51",0.0174846047905086,0.553353349935682,-0.0155873423140837,3.87195056485701,0.395437777648405
"52",0.00716698496106437,0.539085520509264,-0.0162221688634559,3.68979842038537,0.121359238195845
"53",0.0021995365243257,0.52494662873384,-0.0167449230318034,3.55530076758395,0.332980480206807
"54",0.00603499773886564,0.512501126655553,-0.0173373313814907,3.45716484457896,2.80113665792935
"55",0.0507683014522594,0.554554129828186,-0.0669439539859315,6.36326446688306,0.717373693556372
"56",0.0130018090425166,0.542297351074495,-0.0674980995605032,5.52513218416855,0.174901662426163
"57",0.00316994899103445,0.528017762471211,-0.0674632057504433,4.90196713334103,2.72927023801539
"58",0.0494657816126227,0.566297521119287,-0.11097881060513,6.98386442199502,-1.51344979003443
"59",-0.0274300345025382,0.567095555633116,-0.103067151340292,6.21074800952361,0.31600141205248
"60",0.00706348916620749,0.552050502613644,-0.10277296407961,5.40620276191058,0.700252950736685
"61",0.0126915096395596,0.540226358352087,-0.103011681749016,4.82438596195896,-1.21786733430763
"62",-0.0220728452437213,0.536450432690025,-0.0987064788483231,4.48848830900768,-1.89179099373499
"63",-0.0298282102935325,0.54075525232922,-0.089332365125779,4.45090316783838,1.67532507473382
"64",0.0293154064311966,0.545285944685746,-0.0983223344475106,4.43652536826814,0.934653435716104
"65",0.0169398259251306,0.536310761535139,-0.0994603105289903,4.13215214201415,2.29212072144011
"66",0.0415428056398585,0.558299247346335,-0.123802519765199,5.07399127368757,0.0139869921201519
"67",0.000253502745164588,0.542684982791252,-0.123140265514558,4.57092049068783,-0.350263055120198
"68",-0.00634823021561416,0.529049839136729,-0.122396463653384,4.20245810438338,-0.393756661186839
"69",-0.00526995049801512,0.516109063868177,-0.121700372950475,3.93174799885233,-0.0281848930839823
"70",-0.00292108120667155,0.503710676083609,-0.12105282347368,3.73284794897035,1.45518168751598
"71",0.0278572655660428,0.508540298427458,-0.128847692323295,3.87098391579866,-0.0416811398879169
"72",-0.00075543642924862,0.496553970403787,-0.12812928893884,3.68823610229243,1.5581149409968
"73",0.0284851343205655,0.502604619181967,-0.136585550963481,3.87195291784029,-1.00378979652059
"74",-0.0181928656855073,0.498428348853345,-0.133236248371075,3.74656271533798,0.647429770272928
"75",0.00967927757895456,0.489261877501381,-0.132865235003601,3.60174201797319,-1.14618392137684
"76",-0.0207736422553578,0.487932445693147,-0.128380989749084,3.58626263792617,0.208116620382465
"77",0.000790171411809392,0.477432080223466,-0.12766912400353,3.47932662991324,-3.33998494612519
"78",-0.0605344841391058,0.54531843556952,-0.0337252710283588,10.4055096759947,1.83178710801758
"79",0.0306052962524255,0.551926606584473,-0.0450161943881002,8.88634113335378,-0.776894930913424
"80",-0.0140805825869634,0.541305023595227,-0.0441601908276202,7.38605597404195,1.3381423702218
"81",0.0203839954107289,0.535937802906965,-0.0474318102158742,6.34092279900262,1.18229348520335
"82",0.0214280984442281,0.531329331588732,-0.0509067378280756,5.58184485939675,-1.8984378082597
