"","mu","h","sk","ku","y"
"1",-0.00271758071579857,0.282421409580981,-0.147745379168658,4.75100236338242,-0.459808676118775
"2",-0.0180364672696458,0.278895659143549,-0.0710334319539366,4.55034397890657,-2.18819829510713
"3",-0.085834324098313,0.483319666242204,-0.120555924004192,4.3764336669995,-0.33704110099057
"4",-0.0132207831262663,0.467478315588236,-0.0642144457486044,4.22539495344265,0.94922801018299
"5",0.0365039458939027,0.482074422710586,-0.0484551770909591,4.09436635808793,-1.41452219594946
"6",-0.0547721491022546,0.540870722223606,-0.0540290446601521,3.98070167879581,0.785510183663599
"7",0.0302769867017487,0.536924138816184,-0.0474459596616993,3.8820868413664,2.32839389540445
"8",0.0874912059344121,0.738408359808038,-0.0192778996896343,3.79658482638061,0.655417715724915
"9",0.0235631423420807,0.722080508187321,-0.0396366953426732,3.72236006951123,1.89280098855189
"10",0.0783372006688265,0.867768883110835,-0.0323361284019616,3.65798530135155,0.327987174552902
"11",0.00882382421517384,0.827482066872978,-0.0431648919574012,3.60212089863356,-0.303951601789673
"12",-0.0139708659742108,0.79063029313892,-0.0458032503132824,3.55365697738021,0.503417100563758
"13",0.0212597126172549,0.762810800361309,-0.0461774533989435,3.51161323105324,0.975617494536468
"14",0.0366383296659347,0.764775616959083,-0.0452371140972237,3.47513982445232,-0.872052458392644
"15",-0.0309400180040849,0.751148135564312,-0.0468352234017568,3.4434976434426,-0.191280842573294
"16",-0.0103044533466128,0.716843424904844,-0.0466531943244195,3.41604687699735,-1.80315599447788
"17",-0.0698046769766932,0.823551022656808,-0.0554150873419194,3.39224349791379,-0.676476763688985
"18",-0.0273426570524586,0.807778245201444,-0.0492050463623313,3.37158274881259,0.326584222341686
"19",0.0115489655285263,0.769778988286283,-0.0471511666161622,3.35365869812657,-0.958277532553026
"20",-0.0390322843960736,0.773813801038791,-0.0480095275619242,3.3381099446035,0.721610347372664
"21",0.0288902643989835,0.756165972576835,-0.0464272866247251,3.32462031941242,0.244818140884448
"22",0.0070560549363513,0.719689317533709,-0.0465076380542931,3.31291747895879,1.27152958324562
"23",0.0480203094481975,0.750900399487546,-0.0436785400793538,3.30276736578228,-0.913543683076759
"24",-0.0336952102242975,0.742122647408156,-0.0466394000626248,3.29395985061055,0.0974105118019292
"25",0.00358864466137382,0.704600505068946,-0.0465703330399215,3.28631866571643,-0.064929796940652
"26",-0.00148735199888625,0.668989333591535,-0.0465543901177883,3.27968972479114,-0.496480896111173
"27",-0.0222991775003151,0.649734494100105,-0.0468672415395323,3.27393906282454,-0.778150299937305
